date,meantemp,humidity,month,season
2013-01-01,10.0,84.5,1,Winter
2013-01-02,7.4,92.0,1,Winter
2013-01-03,7.166666666666667,87.0,1,Winter
2013-01-04,8.666666666666666,71.33333333333333,1,Winter
2013-01-05,6.0,86.83333333333333,1,Winter
2013-01-06,7.0,82.8,1,Winter
2013-01-07,7.0,78.6,1,Winter
2013-01-08,8.857142857142858,63.71428571428572,1,Winter
2013-01-09,14.0,51.25,1,Winter
2013-01-10,11.0,62.0,1,Winter
2013-01-11,15.714285714285714,51.285714285714285,1,Winter
2013-01-12,14.0,74.0,1,Winter
2013-01-13,15.833333333333334,75.16666666666667,1,Winter
2013-01-14,12.833333333333334,88.16666666666667,1,Winter
2013-01-15,14.714285714285714,71.85714285714286,1,Winter
2013-01-16,13.833333333333334,86.66666666666667,1,Winter
2013-01-17,16.5,80.83333333333333,1,Winter
2013-01-18,13.833333333333334,92.16666666666669,1,Winter
2013-01-19,12.5,76.66666666666667,1,Winter
2013-01-20,11.285714285714286,75.28571428571429,1,Winter
2013-01-21,11.2,77.0,1,Winter
2013-01-22,9.5,79.66666666666667,1,Winter
2013-01-23,14.0,60.16666666666666,1,Winter
2013-01-24,13.833333333333334,60.66666666666666,1,Winter
2013-01-25,12.25,67.0,1,Winter
2013-01-26,12.666666666666666,64.16666666666667,1,Winter
2013-01-27,12.857142857142858,65.57142857142857,1,Winter
2013-01-28,14.833333333333334,56.0,1,Winter
2013-01-29,14.125,65.5,1,Winter
2013-01-30,14.714285714285714,70.42857142857143,1,Winter
2013-01-31,16.2,65.6,1,Winter
2013-02-01,16.0,73.0,2,Winter
2013-02-02,16.285714285714285,77.57142857142857,2,Winter
2013-02-03,18.0,65.57142857142857,2,Winter
2013-02-04,17.428571428571427,74.28571428571429,2,Winter
2013-02-05,16.625,92.375,2,Winter
2013-02-06,16.666666666666668,71.33333333333333,2,Winter
2013-02-07,15.6,59.4,2,Winter
2013-02-08,14.0,70.42857142857143,2,Winter
2013-02-09,15.428571428571429,61.285714285714285,2,Winter
2013-02-10,15.25,71.5,2,Winter
2013-02-11,15.875,70.5,2,Winter
2013-02-12,15.333333333333334,70.33333333333333,2,Winter
2013-02-13,16.285714285714285,70.14285714285714,2,Winter
2013-02-14,17.333333333333332,63.833333333333336,2,Winter
2013-02-15,19.166666666666668,65.33333333333333,2,Winter
2013-02-16,14.428571428571429,92.71428571428572,2,Winter
2013-02-17,13.666666666666666,90.0,2,Winter
2013-02-18,15.6,78.4,2,Winter
2013-02-19,15.857142857142858,82.0,2,Winter
2013-02-20,17.714285714285715,74.71428571428571,2,Winter
2013-02-21,20.0,67.28571428571429,2,Winter
2013-02-22,20.5,65.625,2,Winter
2013-02-23,17.428571428571427,74.85714285714286,2,Winter
2013-02-24,16.857142857142858,78.85714285714286,2,Winter
2013-02-25,16.875,72.875,2,Winter
2013-02-26,17.857142857142858,70.0,2,Winter
2013-02-27,20.8,57.2,2,Winter
2013-02-28,19.428571428571427,52.85714285714285,2,Winter
2013-03-01,17.333333333333332,49.333333333333336,3,Summer
2013-03-02,19.0,54.0,3,Summer
2013-03-03,19.33333333333333,62.833333333333336,3,Summer
2013-03-04,17.6,71.0,3,Summer
2013-03-05,20.875,61.875,3,Summer
2013-03-06,20.857142857142858,65.28571428571429,3,Summer
2013-03-07,23.428571428571427,57.142857142857146,3,Summer
2013-03-08,24.166666666666668,44.833333333333336,3,Summer
2013-03-09,25.428571428571427,49.71428571428572,3,Summer
2013-03-10,23.142857142857142,57.57142857142857,3,Summer
2013-03-11,24.0,66.33333333333333,3,Summer
2013-03-12,23.5,62.5,3,Summer
2013-03-13,21.5,70.5,3,Summer
2013-03-14,22.33333333333333,61.16666666666666,3,Summer
2013-03-15,24.166666666666668,45.833333333333336,3,Summer
2013-03-16,20.33333333333333,67.66666666666667,3,Summer
2013-03-17,22.666666666666668,58.66666666666666,3,Summer
2013-03-18,23.428571428571427,58.142857142857146,3,Summer
2013-03-19,22.5,73.66666666666667,3,Summer
2013-03-20,29.166666666666668,36.333333333333336,3,Summer
2013-03-21,23.83333333333333,58.5,3,Summer
2013-03-22,25.25,50.25,3,Summer
2013-03-23,27.375,50.125,3,Summer
2013-03-24,27.0,48.75,3,Summer
2013-03-25,23.5,45.5,3,Summer
2013-03-26,24.142857142857142,44.57142857142857,3,Summer
2013-03-27,21.0,62.0,3,Summer
2013-03-28,22.428571428571427,62.71428571428572,3,Summer
2013-03-29,21.25,70.375,3,Summer
2013-03-30,23.5,54.75,3,Summer
2013-03-31,23.2,58.0,3,Summer
2013-04-01,25.375,45.5,4,Summer
2013-04-02,25.166666666666668,51.0,4,Summer
2013-04-03,26.2,45.6,4,Summer
2013-04-04,24.6,41.8,4,Summer
2013-04-05,25.6,31.0,4,Summer
2013-04-06,25.857142857142858,29.857142857142858,4,Summer
2013-04-07,29.142857142857142,23.285714285714285,4,Summer
2013-04-08,28.714285714285715,33.857142857142854,4,Summer
2013-04-09,30.166666666666668,30.5,4,Summer
2013-04-10,30.0,28.0,4,Summer
2013-04-11,30.0,24.2,4,Summer
2013-04-12,28.857142857142858,32.57142857142857,4,Summer
2013-04-13,30.2,29.2,4,Summer
2013-04-14,28.25,39.375,4,Summer
2013-04-15,28.25,41.375,4,Summer
2013-04-16,32.125,24.625,4,Summer
2013-04-17,29.2,24.2,4,Summer
2013-04-18,30.285714285714285,30.285714285714285,4,Summer
2013-04-19,28.285714285714285,31.285714285714285,4,Summer
2013-04-20,30.625,29.0,4,Summer
2013-04-21,27.666666666666668,38.66666666666666,4,Summer
2013-04-22,27.375,45.375,4,Summer
2013-04-23,28.625,44.125,4,Summer
2013-04-24,30.285714285714285,41.71428571428572,4,Summer
2013-04-25,31.142857142857142,38.285714285714285,4,Summer
2013-04-26,29.875,45.875,4,Summer
2013-04-27,31.142857142857142,31.428571428571427,4,Summer
2013-04-28,30.571428571428573,28.0,4,Summer
2013-04-29,32.125,26.375,4,Summer
2013-04-30,31.142857142857142,32.0,4,Summer
2013-05-01,31.857142857142858,15.857142857142858,5,Summer
2013-05-02,29.83333333333333,22.166666666666668,5,Summer
2013-05-03,28.571428571428573,31.571428571428573,5,Summer
2013-05-04,32.857142857142854,31.428571428571427,5,Summer
2013-05-05,32.625,31.125,5,Summer
2013-05-06,32.75,39.25,5,Summer
2013-05-07,32.875,33.25,5,Summer
2013-05-08,34.5,23.0,5,Summer
2013-05-09,34.285714285714285,26.0,5,Summer
2013-05-10,34.0,27.714285714285715,5,Summer
2013-05-11,30.75,30.375,5,Summer
2013-05-12,29.857142857142858,40.142857142857146,5,Summer
2013-05-13,31.714285714285715,34.0,5,Summer
2013-05-14,32.285714285714285,34.285714285714285,5,Summer
2013-05-15,33.0,33.0,5,Summer
2013-05-16,33.0,34.75,5,Summer
2013-05-17,32.833333333333336,28.166666666666668,5,Summer
2013-05-18,31.4,42.2,5,Summer
2013-05-19,35.333333333333336,22.33333333333333,5,Summer
2013-05-20,36.4,24.2,5,Summer
2013-05-21,36.0,19.0,5,Summer
2013-05-22,36.75,22.125,5,Summer
2013-05-23,37.5,23.33333333333333,5,Summer
2013-05-24,38.42857142857143,27.428571428571427,5,Summer
2013-05-25,38.71428571428572,22.428571428571427,5,Summer
2013-05-26,37.8,21.2,5,Summer
2013-05-27,35.857142857142854,31.571428571428573,5,Summer
2013-05-28,35.333333333333336,29.0,5,Summer
2013-05-29,34.142857142857146,27.857142857142858,5,Summer
2013-05-30,32.2,28.2,5,Summer
2013-05-31,33.625,40.125,5,Summer
2013-06-01,32.0,54.0,6,Monsoon
2013-06-02,32.4,56.6,6,Monsoon
2013-06-03,35.6,47.0,6,Monsoon
2013-06-04,35.857142857142854,42.57142857142857,6,Monsoon
2013-06-05,37.16666666666666,36.5,6,Monsoon
2013-06-06,31.285714285714285,61.71428571428572,6,Monsoon
2013-06-07,34.0,49.25,6,Monsoon
2013-06-08,34.2,57.4,6,Monsoon
2013-06-09,36.16666666666666,40.0,6,Monsoon
2013-06-10,36.625,42.75,6,Monsoon
2013-06-11,30.166666666666668,61.66666666666666,6,Monsoon
2013-06-12,34.142857142857146,54.142857142857146,6,Monsoon
2013-06-13,29.83333333333333,68.66666666666667,6,Monsoon
2013-06-14,30.142857142857142,68.14285714285714,6,Monsoon
2013-06-15,30.714285714285715,65.0,6,Monsoon
2013-06-16,27.0,88.85714285714286,6,Monsoon
2013-06-17,26.875,87.375,6,Monsoon
2013-06-18,28.4,83.6,6,Monsoon
2013-06-19,29.857142857142858,72.85714285714286,6,Monsoon
2013-06-20,33.0,52.71428571428572,6,Monsoon
2013-06-21,34.833333333333336,47.333333333333336,6,Monsoon
2013-06-22,35.6,39.4,6,Monsoon
2013-06-23,35.166666666666664,53.0,6,Monsoon
2013-06-24,33.142857142857146,55.0,6,Monsoon
2013-06-25,30.571428571428573,70.42857142857143,6,Monsoon
2013-06-26,30.666666666666668,71.5,6,Monsoon
2013-06-27,31.428571428571427,61.85714285714285,6,Monsoon
2013-06-28,31.5,64.25,6,Monsoon
2013-06-29,33.25,57.0,6,Monsoon
2013-06-30,32.833333333333336,52.16666666666666,6,Monsoon
2013-07-01,33.857142857142854,54.0,7,Monsoon
2013-07-02,33.142857142857146,58.285714285714285,7,Monsoon
2013-07-03,31.571428571428573,70.0,7,Monsoon
2013-07-04,32.375,67.5,7,Monsoon
2013-07-05,32.8,62.2,7,Monsoon
2013-07-06,31.0,73.14285714285714,7,Monsoon
2013-07-07,31.166666666666668,77.33333333333333,7,Monsoon
2013-07-08,29.83333333333333,75.16666666666667,7,Monsoon
2013-07-09,29.0,78.83333333333333,7,Monsoon
2013-07-10,29.75,75.375,7,Monsoon
2013-07-11,32.5,65.5,7,Monsoon
2013-07-12,28.875,86.625,7,Monsoon
2013-07-13,31.75,70.25,7,Monsoon
2013-07-14,30.75,71.625,7,Monsoon
2013-07-15,31.75,73.25,7,Monsoon
2013-07-16,29.875,83.875,7,Monsoon
2013-07-17,31.125,78.375,7,Monsoon
2013-07-18,31.75,76.0,7,Monsoon
2013-07-19,30.5,73.5,7,Monsoon
2013-07-20,26.83333333333333,90.66666666666669,7,Monsoon
2013-07-21,28.2,88.0,7,Monsoon
2013-07-22,29.5,80.33333333333333,7,Monsoon
2013-07-23,31.857142857142858,70.71428571428571,7,Monsoon
2013-07-24,29.714285714285715,84.14285714285714,7,Monsoon
2013-07-25,28.33333333333333,84.5,7,Monsoon
2013-07-26,30.0,73.85714285714286,7,Monsoon
2013-07-27,30.142857142857142,79.0,7,Monsoon
2013-07-28,32.285714285714285,67.42857142857143,7,Monsoon
2013-07-29,31.0,77.42857142857143,7,Monsoon
2013-07-30,30.5,75.66666666666667,7,Monsoon
2013-07-31,28.83333333333333,78.5,7,Monsoon
2013-08-01,30.0,73.5,8,Monsoon
2013-08-02,31.571428571428573,66.42857142857143,8,Monsoon
2013-08-03,32.5,62.333333333333336,8,Monsoon
2013-08-04,32.5,62.5,8,Monsoon
2013-08-05,29.5,77.0,8,Monsoon
2013-08-06,27.166666666666668,90.66666666666669,8,Monsoon
2013-08-07,28.375,85.25,8,Monsoon
2013-08-08,28.5,84.0,8,Monsoon
2013-08-09,27.166666666666668,87.5,8,Monsoon
2013-08-10,29.428571428571427,79.85714285714286,8,Monsoon
2013-08-11,30.0,76.83333333333333,8,Monsoon
2013-08-12,29.5,81.5,8,Monsoon
2013-08-13,30.75,72.0,8,Monsoon
2013-08-14,29.666666666666668,74.33333333333333,8,Monsoon
2013-08-15,27.714285714285715,85.0,8,Monsoon
2013-08-16,26.6,92.0,8,Monsoon
2013-08-17,27.428571428571427,91.0,8,Monsoon
2013-08-18,28.33333333333333,83.83333333333333,8,Monsoon
2013-08-19,28.166666666666668,84.66666666666667,8,Monsoon
2013-08-20,27.375,88.5,8,Monsoon
2013-08-21,28.33333333333333,81.16666666666667,8,Monsoon
2013-08-22,29.166666666666668,74.83333333333333,8,Monsoon
2013-08-23,31.285714285714285,73.14285714285714,8,Monsoon
2013-08-24,32.0,71.25,8,Monsoon
2013-08-25,29.0,90.75,8,Monsoon
2013-08-26,32.0,69.875,8,Monsoon
2013-08-27,32.142857142857146,57.285714285714285,8,Monsoon
2013-08-28,30.142857142857142,60.71428571428572,8,Monsoon
2013-08-29,31.5,57.0,8,Monsoon
2013-08-30,29.166666666666668,73.0,8,Monsoon
2013-08-31,29.0,71.75,8,Monsoon
2013-09-01,30.0,65.2,9,Monsoon
2013-09-02,31.857142857142858,50.85714285714285,9,Monsoon
2013-09-03,32.75,45.5,9,Monsoon
2013-09-04,31.714285714285715,48.0,9,Monsoon
2013-09-05,31.666666666666668,46.0,9,Monsoon
2013-09-06,30.571428571428573,55.71428571428572,9,Monsoon
2013-09-07,30.83333333333333,51.833333333333336,9,Monsoon
2013-09-08,28.0,71.75,9,Monsoon
2013-09-09,31.0,57.5,9,Monsoon
2013-09-10,29.666666666666668,66.33333333333333,9,Monsoon
2013-09-11,30.857142857142858,61.142857142857146,9,Monsoon
2013-09-12,31.166666666666668,60.333333333333336,9,Monsoon
2013-09-13,31.142857142857142,67.14285714285714,9,Monsoon
2013-09-14,30.5,67.0,9,Monsoon
2013-09-15,31.625,56.375,9,Monsoon
2013-09-16,29.666666666666668,60.0,9,Monsoon
2013-09-17,29.25,56.5,9,Monsoon
2013-09-18,29.142857142857142,58.57142857142857,9,Monsoon
2013-09-19,29.8,61.6,9,Monsoon
2013-09-20,28.666666666666668,70.0,9,Monsoon
2013-09-21,25.2,89.0,9,Monsoon
2013-09-22,28.33333333333333,79.66666666666667,9,Monsoon
2013-09-23,30.285714285714285,68.0,9,Monsoon
2013-09-24,30.75,65.75,9,Monsoon
2013-09-25,28.571428571428573,75.0,9,Monsoon
2013-09-26,28.2,78.8,9,Monsoon
2013-09-27,29.0,71.25,9,Monsoon
2013-09-28,30.0,67.33333333333333,9,Monsoon
2013-09-29,28.142857142857142,79.85714285714286,9,Monsoon
2013-09-30,26.857142857142858,84.57142857142857,9,Monsoon
2013-10-01,28.285714285714285,68.71428571428571,10,Post-Monsoon
2013-10-02,29.2,61.4,10,Post-Monsoon
2013-10-03,28.6,59.0,10,Post-Monsoon
2013-10-04,24.83333333333333,84.33333333333333,10,Post-Monsoon
2013-10-05,28.5,69.0,10,Post-Monsoon
2013-10-06,29.75,66.5,10,Post-Monsoon
2013-10-07,29.714285714285715,66.57142857142857,10,Post-Monsoon
2013-10-08,29.2,69.4,10,Post-Monsoon
2013-10-09,30.83333333333333,65.5,10,Post-Monsoon
2013-10-10,29.428571428571427,66.28571428571429,10,Post-Monsoon
2013-10-11,23.857142857142858,89.85714285714286,10,Post-Monsoon
2013-10-12,26.142857142857142,82.57142857142857,10,Post-Monsoon
2013-10-13,27.166666666666668,84.33333333333333,10,Post-Monsoon
2013-10-14,27.714285714285715,74.85714285714286,10,Post-Monsoon
2013-10-15,25.857142857142858,76.42857142857143,10,Post-Monsoon
2013-10-16,26.428571428571427,75.0,10,Post-Monsoon
2013-10-17,26.857142857142858,76.71428571428571,10,Post-Monsoon
2013-10-18,26.33333333333333,73.16666666666667,10,Post-Monsoon
2013-10-19,24.571428571428573,69.57142857142857,10,Post-Monsoon
2013-10-20,24.33333333333333,67.83333333333333,10,Post-Monsoon
2013-10-21,24.875,63.625,10,Post-Monsoon
2013-10-22,27.8,53.6,10,Post-Monsoon
2013-10-23,25.0,67.5,10,Post-Monsoon
2013-10-24,23.857142857142858,73.14285714285714,10,Post-Monsoon
2013-10-25,22.8,75.8,10,Post-Monsoon
2013-10-26,23.0,78.2,10,Post-Monsoon
2013-10-27,22.875,66.875,10,Post-Monsoon
2013-10-28,22.666666666666668,63.16666666666666,10,Post-Monsoon
2013-10-29,23.0,62.71428571428572,10,Post-Monsoon
2013-10-30,22.857142857142858,67.42857142857143,10,Post-Monsoon
2013-10-31,23.666666666666668,58.833333333333336,10,Post-Monsoon
2013-11-01,23.428571428571427,69.14285714285714,11,Post-Monsoon
2013-11-02,21.625,65.0,11,Post-Monsoon
2013-11-03,20.625,57.875,11,Post-Monsoon
2013-11-04,21.166666666666668,54.16666666666666,11,Post-Monsoon
2013-11-05,18.83333333333333,74.33333333333333,11,Post-Monsoon
2013-11-06,20.571428571428573,66.71428571428571,11,Post-Monsoon
2013-11-07,20.142857142857142,73.14285714285714,11,Post-Monsoon
2013-11-08,18.0,82.2,11,Post-Monsoon
2013-11-09,19.857142857142858,73.57142857142857,11,Post-Monsoon
2013-11-10,16.833333333333332,72.0,11,Post-Monsoon
2013-11-11,18.857142857142858,61.85714285714285,11,Post-Monsoon
2013-11-12,16.571428571428573,71.71428571428571,11,Post-Monsoon
2013-11-13,17.75,65.0,11,Post-Monsoon
2013-11-14,17.625,63.375,11,Post-Monsoon
2013-11-15,17.0,67.0,11,Post-Monsoon
2013-11-16,16.625,69.625,11,Post-Monsoon
2013-11-17,15.571428571428571,67.42857142857143,11,Post-Monsoon
2013-11-18,18.5,55.125,11,Post-Monsoon
2013-11-19,17.875,63.5,11,Post-Monsoon
2013-11-20,18.25,58.875,11,Post-Monsoon
2013-11-21,17.875,66.25,11,Post-Monsoon
2013-11-22,17.625,74.875,11,Post-Monsoon
2013-11-23,18.142857142857142,77.85714285714286,11,Post-Monsoon
2013-11-24,19.125,58.875,11,Post-Monsoon
2013-11-25,21.25,49.875,11,Post-Monsoon
2013-11-26,21.25,51.375,11,Post-Monsoon
2013-11-27,19.125,68.5,11,Post-Monsoon
2013-11-28,18.625,71.875,11,Post-Monsoon
2013-11-29,17.75,66.625,11,Post-Monsoon
2013-11-30,17.875,69.625,11,Post-Monsoon
2013-12-01,18.0,65.0,12,Winter
2013-12-02,17.25,73.25,12,Winter
2013-12-03,17.5,73.5,12,Winter
2013-12-04,17.142857142857142,71.85714285714286,12,Winter
2013-12-05,17.142857142857142,69.0,12,Winter
2013-12-06,16.125,72.375,12,Winter
2013-12-07,16.0,80.5,12,Winter
2013-12-08,16.5,83.625,12,Winter
2013-12-09,16.125,79.25,12,Winter
2013-12-10,15.5,81.75,12,Winter
2013-12-11,16.625,71.875,12,Winter
2013-12-12,17.75,62.375,12,Winter
2013-12-13,17.142857142857142,67.71428571428571,12,Winter
2013-12-14,16.142857142857142,79.0,12,Winter
2013-12-15,15.5,86.25,12,Winter
2013-12-16,15.25,89.5,12,Winter
2013-12-17,14.75,92.875,12,Winter
2013-12-18,14.875,93.0,12,Winter
2013-12-19,16.125,89.125,12,Winter
2013-12-20,15.375,91.375,12,Winter
2013-12-21,14.75,94.0,12,Winter
2013-12-22,15.25,94.0,12,Winter
2013-12-23,14.25,88.25,12,Winter
2013-12-24,13.5,84.75,12,Winter
2013-12-25,13.666666666666666,63.16666666666666,12,Winter
2013-12-26,12.125,67.625,12,Winter
2013-12-27,11.875,79.875,12,Winter
2013-12-28,10.875,70.0,12,Winter
2013-12-29,10.571428571428571,69.42857142857143,12,Winter
2013-12-30,12.375,79.5,12,Winter
2013-12-31,14.5,89.375,12,Winter
2014-01-01,13.375,89.625,1,Winter
2014-01-02,11.0,78.375,1,Winter
2014-01-03,12.5,74.875,1,Winter
2014-01-04,12.875,88.125,1,Winter
2014-01-05,12.375,89.0,1,Winter
2014-01-06,11.428571428571429,86.28571428571429,1,Winter
2014-01-07,12.142857142857142,72.28571428571429,1,Winter
2014-01-08,11.875,76.875,1,Winter
2014-01-09,12.833333333333334,83.0,1,Winter
2014-01-10,12.375,85.375,1,Winter
2014-01-11,12.125,82.625,1,Winter
2014-01-12,12.875,80.875,1,Winter
2014-01-13,14.0,72.375,1,Winter
2014-01-14,14.875,76.75,1,Winter
2014-01-15,12.0,93.5,1,Winter
2014-01-16,12.285714285714286,90.57142857142856,1,Winter
2014-01-17,12.0,95.75,1,Winter
2014-01-18,12.5,94.25,1,Winter
2014-01-19,14.5,84.5,1,Winter
2014-01-20,14.625,83.5,1,Winter
2014-01-21,13.571428571428571,96.85714285714286,1,Winter
2014-01-22,15.25,96.125,1,Winter
2014-01-23,15.625,90.125,1,Winter
2014-01-24,13.875,88.875,1,Winter
2014-01-25,11.75,95.625,1,Winter
2014-01-26,14.375,85.75,1,Winter
2014-01-27,16.625,72.375,1,Winter
2014-01-28,16.625,69.875,1,Winter
2014-01-29,14.875,81.875,1,Winter
2014-01-30,14.5,83.25,1,Winter
2014-01-31,14.75,82.5,1,Winter
2014-02-01,14.0,79.375,2,Winter
2014-02-02,15.25,76.125,2,Winter
2014-02-03,18.428571428571427,63.85714285714285,2,Winter
2014-02-04,18.857142857142858,65.42857142857143,2,Winter
2014-02-05,17.0,72.75,2,Winter
2014-02-06,18.5,65.375,2,Winter
2014-02-07,19.625,67.25,2,Winter
2014-02-08,13.625,85.375,2,Winter
2014-02-09,12.875,63.375,2,Winter
2014-02-10,12.625,61.75,2,Winter
2014-02-11,13.375,64.625,2,Winter
2014-02-12,13.25,67.0,2,Winter
2014-02-13,15.25,64.5,2,Winter
2014-02-14,13.0,95.5,2,Winter
2014-02-15,12.375,89.5,2,Winter
2014-02-16,13.5,79.0,2,Winter
2014-02-17,15.125,66.125,2,Winter
2014-02-18,15.25,60.125,2,Winter
2014-02-19,15.125,75.375,2,Winter
2014-02-20,16.125,78.625,2,Winter
2014-02-21,17.125,72.25,2,Winter
2014-02-22,16.625,85.625,2,Winter
2014-02-23,16.5,80.0,2,Winter
2014-02-24,16.375,69.375,2,Winter
2014-02-25,18.125,69.0,2,Winter
2014-02-26,18.75,71.125,2,Winter
2014-02-27,18.625,76.625,2,Winter
2014-02-28,15.625,88.375,2,Winter
2014-03-01,16.142857142857142,87.28571428571429,3,Summer
2014-03-02,16.125,79.0,3,Summer
2014-03-03,17.875,65.625,3,Summer
2014-03-04,18.75,66.375,3,Summer
2014-03-05,18.875,67.0,3,Summer
2014-03-06,18.375,64.0,3,Summer
2014-03-07,18.5,62.875,3,Summer
2014-03-08,19.875,63.875,3,Summer
2014-03-09,22.0,56.625,3,Summer
2014-03-10,20.0,63.875,3,Summer
2014-03-11,20.714285714285715,70.0,3,Summer
2014-03-12,20.0,68.875,3,Summer
2014-03-13,19.0,60.625,3,Summer
2014-03-14,19.625,61.25,3,Summer
2014-03-15,21.625,62.625,3,Summer
2014-03-16,23.125,58.5,3,Summer
2014-03-17,26.25,52.125,3,Summer
2014-03-18,24.857142857142858,53.42857142857143,3,Summer
2014-03-19,21.75,57.375,3,Summer
2014-03-20,21.5,55.0,3,Summer
2014-03-21,22.5,64.75,3,Summer
2014-03-22,25.0,59.5,3,Summer
2014-03-23,22.75,61.875,3,Summer
2014-03-24,22.375,73.125,3,Summer
2014-03-25,24.625,60.25,3,Summer
2014-03-26,25.125,58.875,3,Summer
2014-03-27,23.5,63.25,3,Summer
2014-03-28,24.428571428571427,67.57142857142857,3,Summer
2014-03-29,25.875,55.625,3,Summer
2014-03-30,24.125,46.75,3,Summer
2014-03-31,24.125,44.125,3,Summer
2014-04-01,24.875,45.75,4,Summer
2014-04-02,26.75,43.375,4,Summer
2014-04-03,25.0,48.0,4,Summer
2014-04-04,25.857142857142858,47.85714285714285,4,Summer
2014-04-05,27.375,44.0,4,Summer
2014-04-06,30.125,45.25,4,Summer
2014-04-07,27.25,47.625,4,Summer
2014-04-08,25.75,41.875,4,Summer
2014-04-09,25.75,35.25,4,Summer
2014-04-10,26.375,29.25,4,Summer
2014-04-11,28.142857142857142,29.0,4,Summer
2014-04-12,29.125,39.875,4,Summer
2014-04-13,26.875,40.375,4,Summer
2014-04-14,27.625,46.625,4,Summer
2014-04-15,29.0,48.125,4,Summer
2014-04-16,27.125,53.625,4,Summer
2014-04-17,26.375,49.625,4,Summer
2014-04-18,24.25,64.375,4,Summer
2014-04-19,25.625,57.875,4,Summer
2014-04-20,27.0,48.0,4,Summer
2014-04-21,28.0,33.125,4,Summer
2014-04-22,29.375,29.375,4,Summer
2014-04-23,29.125,37.0,4,Summer
2014-04-24,29.375,35.875,4,Summer
2014-04-25,30.625,34.375,4,Summer
2014-04-26,31.5,32.0,4,Summer
2014-04-27,30.625,30.0,4,Summer
2014-04-28,31.5,27.875,4,Summer
2014-04-29,32.125,28.875,4,Summer
2014-04-30,33.25,25.5,4,Summer
2014-05-01,34.875,22.5,5,Summer
2014-05-02,34.375,24.75,5,Summer
2014-05-03,31.75,33.375,5,Summer
2014-05-04,31.875,34.375,5,Summer
2014-05-05,29.75,53.25,5,Summer
2014-05-06,29.571428571428573,51.142857142857146,5,Summer
2014-05-07,31.75,48.625,5,Summer
2014-05-08,31.375,43.0,5,Summer
2014-05-09,30.5,39.625,5,Summer
2014-05-10,30.0,37.625,5,Summer
2014-05-11,29.625,40.375,5,Summer
2014-05-12,28.0,53.375,5,Summer
2014-05-13,25.25,65.75,5,Summer
2014-05-14,26.875,55.25,5,Summer
2014-05-15,29.5,39.875,5,Summer
2014-05-16,31.125,40.25,5,Summer
2014-05-17,29.875,47.625,5,Summer
2014-05-18,31.5,35.375,5,Summer
2014-05-19,32.375,29.5,5,Summer
2014-05-20,31.125,34.0,5,Summer
2014-05-21,33.0,32.5,5,Summer
2014-05-22,33.25,33.375,5,Summer
2014-05-23,34.625,32.75,5,Summer
2014-05-24,31.5,50.5,5,Summer
2014-05-25,31.5,43.25,5,Summer
2014-05-26,30.125,54.125,5,Summer
2014-05-27,31.875,49.75,5,Summer
